Team,背番号,選手名,打率,試合,打席数,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,敬遠,死球,三振,併殺打,長打率,出塁率
広,64,多田　大輔,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
広,0,上本　崇司,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
広,26,廣瀬　純,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
巨,6,坂本　勇人,.269,130,558,479,50,129,21,3,12,192,68,10,4,9,5,65,1,0,79,5,.401,.353
巨,7,長野　久義,.251,130,479,434,49,109,20,3,15,180,52,3,2,5,2,34,0,4,81,12,.415,.310
巨,9,亀井　善行,.272,109,432,382,42,104,21,0,6,143,35,8,1,3,6,40,0,1,59,6,.374,.338
巨,10,阿部　慎之助,.242,111,419,343,44,83,14,0,15,142,47,0,0,0,4,64,1,8,84,9,.414,.370
巨,8,片岡　治大,.244,113,411,348,42,85,13,1,10,130,36,21,9,36,0,25,0,2,36,7,.374,.299
巨,25,村田　修一,.236,103,370,330,33,78,9,0,12,123,39,1,1,2,2,28,2,8,65,12,.373,.310
巨,58,立岡　宗一郎,.304,91,367,339,36,103,9,3,0,118,14,16,6,3,3,18,0,4,61,2,.348,.343
巨,2,井端　弘和,.234,98,321,269,20,63,9,0,1,75,19,3,3,10,2,37,0,3,36,4,.279,.331
巨,42,アンダーソン,.252,83,260,234,20,59,14,0,7,94,31,1,1,0,0,21,1,5,37,5,.402,.327
巨,22,小林　誠司,.226,70,204,177,13,40,6,0,2,52,13,2,0,5,0,19,1,3,39,6,.294,.312
巨,24,高橋　由伸,.278,77,158,133,11,37,5,0,5,57,21,2,0,0,1,20,0,4,39,3,.429,.386
巨,32,橋本　到,.219,68,151,137,19,30,11,1,1,46,10,4,1,3,1,9,0,1,35,1,.336,.270
巨,44,大田　泰示,.277,60,138,130,13,36,7,0,1,46,3,3,2,0,0,7,0,1,39,0,.354,.319
巨,23,相川　亮二,.313,40,114,99,11,31,3,2,4,50,17,1,0,2,1,12,0,0,16,1,.505,.384
巨,91,堂上　剛裕,.276,59,104,98,7,27,9,1,3,47,13,0,0,1,1,4,0,0,20,6,.480,.301
巨,33,金城　龍彦,.233,36,95,90,9,21,3,0,1,27,10,1,0,1,0,3,0,1,11,0,.300,.266
巨,40,加藤　健,.240,35,83,75,3,18,3,0,0,21,3,0,0,2,2,4,0,0,24,2,.280,.272
巨,68,吉川　大幾,.250,47,60,56,11,14,5,1,0,21,4,3,0,2,0,2,0,0,15,1,.375,.276
巨,36,中井　大介,.209,29,47,43,2,9,1,0,0,10,2,0,0,1,0,2,0,1,9,0,.233,.261
巨,27,實松　一成,.182,22,39,33,5,6,0,0,1,9,3,1,0,2,0,2,0,2,9,0,.273,.270
巨,31,松本　哲也,.147,44,37,34,8,5,1,0,0,6,0,3,0,1,0,2,0,0,10,0,.176,.194
巨,38,岡本　和真,.214,17,31,28,2,6,0,0,1,9,4,2,0,0,0,2,0,1,4,3,.321,.290
巨,00,寺内　崇幸,.250,31,29,24,6,6,0,0,0,6,3,4,0,4,0,0,0,1,6,0,.250,.280
巨,5,セペダ,.000,20,28,21,1,0,0,0,0,0,1,0,0,0,0,7,0,0,6,1,.000,.250
巨,12,鈴木　尚広,.294,65,22,17,22,5,1,0,1,9,4,10,1,2,0,2,0,1,4,0,.529,.400
巨,93,カステヤーノス,.100,6,22,20,2,2,1,0,0,3,1,0,0,0,0,2,0,0,11,0,.150,.182
巨,21,フランシスコ,.167,5,18,18,0,3,0,0,0,3,1,0,0,0,0,0,0,0,11,0,.167,.167
巨,48,矢野　謙次,.071,8,14,14,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,0,.071,.071
巨,65,辻　東倫,.000,2,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.000,.250
巨,56,坂口　真規,.000,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000
巨,52,隠善　智也,1.000,3,2,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.000,1.000
巨,51,横川　史学,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
巨,0,藤村　大介,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
巨,53,河野　元貴,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
巨,66,北　篤,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
巨,60,大累　進,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
巨,64,鬼屋敷　正人,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
巨,61,和田　恋,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,1,鳥谷　敬,.281,143,646,551,69,155,21,4,6,202,42,9,6,2,3,89,2,1,77,8,.367,.380
阪,5,ゴメス,.271,143,601,520,49,141,28,0,17,220,72,0,1,0,3,72,1,6,134,15,.423,.364
阪,9,マートン,.276,140,583,544,46,150,27,0,9,204,59,0,1,0,5,31,0,3,77,21,.375,.316
阪,8,福留　孝介,.281,140,569,495,53,139,24,3,20,229,76,1,2,1,7,65,1,1,75,15,.463,.361
阪,4,上本　博紀,.253,108,452,375,44,95,18,1,4,127,31,19,11,29,0,44,1,4,69,1,.339,.338
阪,49,今成　亮太,.283,93,304,269,25,76,7,0,1,86,16,1,1,8,1,24,0,2,78,1,.320,.345
阪,0,大和,.225,123,293,249,25,56,5,0,0,61,12,5,7,28,0,12,2,4,35,2,.245,.272
阪,7,西岡　剛,.262,50,196,172,20,45,8,0,2,59,14,1,3,0,1,22,0,1,21,5,.343,.347
阪,40,鶴岡　一成,.229,70,179,153,16,35,8,0,1,46,15,0,0,10,1,15,1,0,43,2,.301,.296
阪,25,江越　大賀,.214,56,176,168,21,36,8,3,5,65,16,2,0,0,0,6,0,2,64,0,.387,.250
阪,32,新井　良太,.193,93,162,150,10,29,8,0,4,49,19,0,0,0,1,10,0,1,41,3,.327,.247
阪,50,藤井　彰人,.172,71,159,134,8,23,1,1,0,26,3,0,0,4,0,21,1,0,20,4,.194,.284
阪,51,伊藤　隼太,.252,63,150,135,10,34,7,0,2,47,12,0,1,1,3,11,0,0,31,0,.348,.302
阪,44,梅野　隆太郎,.239,56,149,138,16,33,9,1,4,56,18,0,2,4,0,6,0,1,33,2,.406,.276
阪,68,俊介,.245,112,126,102,21,25,5,0,0,30,2,3,3,13,0,9,0,2,20,2,.294,.319
阪,99,狩野　恵輔,.274,66,93,84,6,23,4,0,3,36,13,1,0,0,1,4,0,4,12,3,.429,.333
阪,3,関本　賢太郎,.262,55,54,42,1,11,0,0,0,11,10,1,0,0,1,8,0,3,10,1,.262,.407
阪,00,柴田　講平,.190,20,49,42,2,8,1,0,0,9,2,0,0,3,0,3,0,1,15,0,.214,.261
阪,35,坂　克彦,.175,87,46,40,2,7,0,1,0,9,2,1,0,2,0,3,0,1,13,0,.225,.250
阪,58,荒木　郁也,.200,29,41,35,8,7,0,0,0,7,0,4,0,2,0,3,0,1,7,1,.200,.282
阪,60,中谷　将大,.182,11,11,11,1,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,.182,.182
阪,95,ペレス,.000,3,10,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,.000,.100
阪,37,森越　祐人,.000,7,8,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,.000,.125
阪,39,小宮山　慎二,.000,10,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000
阪,61,田上　健一,.000,9,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000
阪,2,北條　史也,.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000
阪,57,岡崎　太一,.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000
阪,33,西田　直斗,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,24,横田　慎太郎,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,65,緒方　凌介,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,36,一二三　慎太,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,45,清水　誉,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,62,植田　海,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,55,陽川　尚将,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,52,小豆畑　眞也,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,38,黒瀬　春樹,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
中,8,大島　洋平,.260,142,620,565,70,147,20,4,6,193,27,22,8,10,1,39,1,5,65,5,.342,.313
中,0,ルナ,.292,134,564,496,61,145,26,1,8,197,60,11,0,0,6,57,2,5,77,13,.397,.367
中,6,平田　良介,.283,130,559,491,76,139,27,3,13,211,53,11,7,1,0,64,1,3,86,5,.430,.369
中,00,エルナンデス,.271,138,548,498,54,135,27,2,11,199,58,5,3,10,4,35,1,0,106,13,.400,.317
中,53,亀澤　恭平,.269,107,376,331,30,89,6,2,0,99,12,9,8,27,1,15,0,2,44,3,.299,.304
中,4,藤井　淳志,.295,118,315,275,28,81,9,3,6,114,45,3,0,11,4,23,1,2,69,4,.415,.349
中,7,森野　将彦,.262,82,252,206,25,54,8,0,0,62,10,2,0,3,3,37,1,3,38,0,.301,.378
中,2,荒木　雅博,.251,97,238,211,23,53,10,0,0,63,13,9,1,6,1,20,0,0,31,1,.299,.315
中,5,和田　一浩,.298,79,234,218,16,65,8,0,5,88,26,1,0,0,0,14,0,2,40,9,.404,.346
中,55,福田　永将,.243,79,185,169,12,41,6,2,6,69,23,0,0,0,2,14,0,0,62,7,.408,.297
中,3,高橋　周平,.208,51,172,154,10,32,6,1,4,52,18,2,1,1,0,16,0,1,42,5,.338,.287
中,60,ナニータ,.308,52,169,156,9,48,12,0,0,60,15,1,0,1,1,9,0,2,24,4,.385,.351
中,23,遠藤　一星,.271,41,165,140,16,38,4,0,4,54,14,3,3,4,3,11,0,7,25,1,.386,.348
中,45,杉山　翔大,.183,64,161,153,8,28,3,0,3,40,17,1,1,3,0,3,1,2,33,3,.261,.209
中,38,松井　雅人,.135,51,146,133,4,18,4,0,0,22,7,2,1,6,0,5,0,2,43,3,.165,.179
中,40,桂　依央利,.229,47,113,105,8,24,1,1,2,33,7,1,0,5,0,3,0,0,33,2,.314,.250
中,36,小笠原　道大,.294,53,59,51,2,15,3,0,0,18,8,0,0,0,1,7,1,0,10,1,.353,.373
中,27,谷繁　元信,.277,30,52,47,4,13,2,0,1,18,4,0,0,2,0,3,0,0,9,0,.383,.320
中,69,赤坂　和幸,.326,35,49,43,2,14,2,0,0,16,8,2,0,0,0,6,0,0,8,0,.372,.408
中,63,堂上　直倫,.158,43,43,38,3,6,0,0,1,9,1,0,0,1,0,4,0,0,8,0,.237,.238
中,56,松井　佑介,.194,30,32,31,0,6,0,0,0,6,0,0,0,1,0,0,0,0,6,0,.194,.194
中,52,武山　真吾,.091,11,27,22,1,2,0,0,0,2,0,0,0,1,0,4,0,0,8,1,.091,.231
中,1,友永　翔太,.056,7,20,18,0,1,0,0,0,1,0,2,0,1,0,1,0,0,7,1,.056,.105
中,31,野本　圭,.143,10,16,14,1,2,1,0,0,3,0,0,0,0,0,2,1,0,6,0,.214,.250
中,62,工藤　隆人,.167,13,7,6,2,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,.167,.286
中,26,井領　雅貴,.000,9,7,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,.000,.000
中,68,赤田　龍一郎,.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000
中,70,谷　哲也,.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000
中,39,加藤　匠馬,.000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000
中,37,三ツ俣　大樹,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000
中,9,石川　駿,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
中,66,古本　武尊,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
中,48,溝脇　隼人,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
中,46,藤澤　拓斗,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,3,梶谷　隆幸,.275,134,578,520,70,143,35,2,13,221,66,28,13,2,2,54,0,0,132,4,.425,.342
横,25,筒香　嘉智,.317,138,568,496,79,157,28,1,24,259,93,0,0,0,2,68,0,2,98,5,.522,.400
横,2,ロペス,.291,140,565,516,63,150,29,1,25,256,73,1,1,0,3,44,3,2,82,14,.496,.347
横,52,バルディリス,.258,139,525,465,38,120,23,0,13,182,56,0,0,0,5,43,2,12,62,12,.391,.333
横,7,石川　雄洋,.259,89,375,343,43,89,8,1,1,102,18,6,3,9,0,16,1,7,82,2,.297,.306
横,5,倉本　寿彦,.208,102,265,245,11,51,4,0,2,61,20,0,0,7,1,10,0,2,60,8,.249,.244
横,29,白崎　浩之,.225,81,238,204,25,46,9,1,6,75,9,2,4,22,0,11,0,1,45,1,.368,.269
横,39,嶺井　博希,.237,74,208,186,18,44,8,1,5,69,26,0,0,3,2,12,0,5,46,2,.371,.298
横,4,荒波　翔,.298,70,207,188,29,56,15,2,4,87,14,4,3,1,1,16,0,1,26,2,.463,.354
横,51,宮崎　敏郎,.289,58,163,152,13,44,8,0,1,55,10,0,0,0,1,6,0,4,21,5,.362,.331
横,63,関根　大気,.222,55,159,144,14,32,2,5,1,47,10,8,3,6,1,8,0,0,22,1,.326,.261
横,9,黒羽根　利規,.178,63,149,129,8,23,3,0,1,29,7,0,1,7,2,11,0,0,32,2,.225,.239
横,32,高城　俊人,.202,64,148,129,9,26,7,0,1,36,9,0,0,7,0,8,0,4,32,6,.279,.270
横,33,乙坂　智,.226,52,138,124,11,28,1,2,3,42,10,2,3,4,1,9,0,0,25,0,.339,.276
横,40,飛雄馬,.224,59,135,116,14,26,9,1,1,40,9,1,0,15,0,3,0,1,23,2,.345,.250
横,37,桑原　将志,.184,60,116,103,14,19,4,1,1,28,5,1,1,8,0,5,0,0,26,1,.272,.222
横,26,井手　正太郎,.255,40,102,98,8,25,7,0,4,44,13,0,0,0,1,3,0,0,28,0,.449,.275
横,61,松本　啓二朗,.274,51,85,73,10,20,5,0,1,28,7,0,1,3,2,7,0,0,19,2,.384,.329
横,50,下園　辰哉,.284,53,84,74,8,21,4,0,1,28,8,0,0,2,0,8,0,0,14,2,.378,.354
横,55,後藤　武敏　Ｇ．,.206,70,76,68,4,14,4,0,4,30,11,0,0,0,0,8,1,0,17,2,.441,.289
横,36,柳田　殖生,.209,24,49,43,1,9,2,0,0,11,5,0,0,3,0,1,0,2,11,2,.256,.261
横,23,内村　賢介,.179,28,46,39,8,7,0,0,0,7,1,2,1,5,0,2,0,0,9,0,.179,.220
横,38,山下　幸輝,.238,23,43,42,2,10,2,0,0,12,2,0,1,1,0,0,0,0,12,0,.286,.238
横,0,山崎　憲晴,.103,25,34,29,4,3,1,0,0,4,2,2,0,2,0,3,0,0,12,0,.138,.188
横,8,多村　仁志,.143,4,8,7,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,.143,.250
横,31,赤堀　大智,.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000
横,66,西森　将司,.000,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.000,.000
横,57,鶴岡　賢二郎,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,10,Ｙ．グリエル,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,60,加藤　政義,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,91,Ｌ．グリエルJr.,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,64,百瀬　大騎,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,44,渡邊　雄貴,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ヤ,23,山田　哲人,.329,143,646,557,119,183,39,2,38,340,100,34,4,0,3,81,1,5,111,11,.610,.416
ヤ,5,川端　慎吾,.336,143,632,581,87,195,34,1,8,255,57,4,3,2,2,43,0,3,72,15,.439,.383
ヤ,41,雄平,.270,141,585,551,57,149,33,4,8,214,60,7,4,1,3,27,1,3,82,7,.388,.307
ヤ,33,畠山　和洋,.268,137,584,512,64,137,26,0,26,241,105,0,0,0,8,62,0,2,92,10,.471,.344
ヤ,52,中村　悠平,.231,136,502,442,36,102,14,0,2,122,33,3,2,14,2,40,1,4,80,9,.276,.299
ヤ,2,大引　啓次,.225,96,347,311,25,70,18,1,5,105,41,6,3,6,2,27,0,1,56,5,.338,.287
ヤ,0,比屋根　渉,.230,84,240,209,42,48,6,0,3,63,9,6,2,10,0,17,0,4,38,2,.301,.300
ヤ,50,上田　剛史,.263,82,238,209,18,55,2,2,1,64,19,8,1,11,2,14,0,2,29,5,.306,.313
ヤ,71,デニング,.222,64,227,194,13,43,12,0,4,67,22,0,1,0,2,23,1,8,43,2,.345,.326
ヤ,24,荒木　貴裕,.253,73,196,170,21,43,8,0,2,57,12,5,3,8,1,16,0,1,30,3,.335,.319
ヤ,7,田中　浩康,.201,82,151,134,13,27,3,1,1,35,11,3,0,4,0,11,0,2,18,4,.261,.272
ヤ,59,今浪　隆博,.317,68,139,123,13,39,8,0,2,53,13,1,0,3,1,12,0,0,14,1,.431,.375
ヤ,10,森岡　良介,.188,75,125,112,10,21,2,1,1,28,9,1,1,3,1,8,0,1,22,6,.250,.246
ヤ,60,三輪　正義,.233,87,102,86,13,20,1,2,0,25,7,4,2,6,1,9,0,0,23,1,.291,.302
ヤ,85,ミレッジ,.211,24,81,76,3,16,2,1,1,23,9,0,2,0,0,5,0,0,16,1,.303,.259
ヤ,8,武内　晋一,.197,51,71,66,5,13,2,0,0,15,3,0,0,1,0,4,0,0,15,1,.227,.243
ヤ,4,バレンティン,.186,15,52,43,4,8,2,0,1,13,6,0,0,0,0,9,0,0,14,1,.302,.327
ヤ,31,松元　ユウイチ,.170,39,51,47,1,8,2,0,0,10,5,0,0,0,1,3,0,0,5,1,.213,.216
ヤ,3,西浦　直亨,.295,26,48,44,9,13,3,1,1,21,5,1,0,1,0,3,0,0,12,0,.477,.340
ヤ,30,西田　明央,.147,13,40,34,1,5,1,0,1,9,2,0,0,3,0,3,0,0,11,1,.265,.216
ヤ,51,藤井　亮太,.176,13,38,34,5,6,1,0,0,7,2,0,1,2,0,2,0,0,13,1,.206,.222
ヤ,9,飯原　誉士,.219,18,34,32,2,7,1,0,0,8,3,0,0,0,1,1,0,0,9,1,.250,.235
ヤ,57,松井　淳,.167,7,13,12,1,2,0,0,0,2,0,0,0,0,0,0,0,1,3,0,.167,.231
ヤ,64,川崎　成晃,.091,13,12,11,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,.091,.167
ヤ,46,谷内　亮太,.500,4,6,6,1,3,1,0,0,4,0,0,0,0,0,0,0,0,1,0,.667,.500
ヤ,28,田中　雅彦,.000,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000
ヤ,56,奥村　展征,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
