Team,背番号,選手名,防御率,試合,勝利,敗北,セーブ,ホールド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS
巨,31,バーンサイド,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
巨,46,村田　透,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
巨,90,歌藤　達夫,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
巨,39,辻内　崇伸,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
巨,65,宮本　武文,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,14,能見　篤史,2.62,28,13,9,0,0,.591,675,165.0,142,11,44,5,154,61,48,1.13,2.99
阪,16,安藤　優也,3.90,28,8,12,0,0,.400,714,164.0,180,18,51,6,97,80,71,1.41,4.30
阪,34,久保　康友,3.75,26,9,8,0,0,.529,646,151.1,140,14,50,16,113,66,63,1.26,4.14
阪,42,下柳　剛,3.62,22,8,8,0,0,.500,524,119.1,127,10,42,8,64,57,48,1.42,4.37
阪,21,岩田　稔,2.68,16,7,5,0,0,.583,455,110.2,99,3,27,8,103,40,33,1.14,2.53
阪,27,アッチソン,1.70,75,5,3,0,30,.625,338,90.0,60,3,20,1,81,20,17,0.89,2.42
阪,28,福原　忍,4.84,14,3,10,0,0,.231,328,74.1,77,9,27,3,45,47,40,1.40,4.69
阪,26,江草　仁貴,2.71,62,4,5,0,11,.444,274,63.0,50,3,40,2,65,21,19,1.43,3.68
阪,22,藤川　球児,1.25,49,5,3,25,3,.625,217,57.2,32,4,15,1,86,9,8,0.82,1.77
阪,20,筒井　和也,3.71,45,1,2,0,1,.333,232,53.1,45,5,22,4,45,25,22,1.26,4.11
阪,12,渡辺　亮,3.40,46,1,0,0,3,1.000,201,47.2,44,5,17,1,34,19,18,1.28,4.13
阪,56,阿部　健太,3.27,19,0,1,0,0,.000,147,33.0,39,2,13,1,24,13,12,1.58,3.54
阪,13,金村　曉,2.76,22,1,1,0,0,.500,135,32.2,34,3,8,0,23,12,10,1.29,3.55
阪,64,ジェン,5.46,13,1,1,0,0,.500,137,31.1,39,4,6,0,18,20,19,1.44,4.21
阪,54,ウィリアムス,3.58,31,1,1,0,11,.500,121,27.2,19,2,20,3,35,11,11,1.41,3.92
阪,40,桟原　将司,1.89,15,0,1,0,0,.000,84,19.0,20,1,10,0,21,7,4,1.58,3.17
阪,48,石川　俊介,7.20,3,0,1,0,0,.000,47,10.0,12,1,4,0,11,8,8,1.60,3.42
阪,43,西村　憲,5.63,6,0,0,0,0,.000,36,8.0,7,1,3,1,8,6,5,1.25,4.25
阪,29,小嶋　達也,0.00,1,0,0,0,0,.000,22,6.0,3,0,2,0,2,1,0,0.83,3.45
阪,41,上園　啓史,4.76,1,0,0,0,0,.000,27,5.2,8,1,3,0,2,3,3,1.94,6.30
阪,17,杉山　直久,5.40,2,0,1,0,0,.000,23,5.0,8,2,1,1,1,3,3,1.80,9.12
阪,30,久保田　智之,15.43,1,0,1,0,0,.000,15,2.1,7,0,2,0,3,4,4,3.86,3.12
阪,15,藤田　太陽,6.75,2,0,0,0,0,.000,9,1.1,4,0,1,0,1,1,1,3.75,3.87
阪,46,鶴　直人,0.00,1,0,0,0,0,.000,5,1.0,1,0,1,0,0,0,0,2.00,6.12
阪,61,金村　大裕,0.00,1,0,0,0,0,.000,5,1.0,0,0,2,0,1,0,0,2.00,7.12
阪,69,リーソップ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,49,若竹　竜士,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,59,黒田　祐輔,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,19,蕭　一傑,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,62,玉置　隆,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,47,白仁田　寛和,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,68,横山　龍之介,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,65,清原　大貴,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
中,19,吉見　一起,2.00,27,16,7,0,1,.696,750,189.1,166,10,33,3,147,52,42,1.05,2.79
中,21,チェン,1.54,24,8,4,0,0,.667,644,164.0,113,10,40,3,146,32,28,0.93,2.92
中,14,朝倉　健太,4.04,24,10,8,0,0,.556,655,151.1,159,14,45,9,83,78,68,1.35,4.26
中,17,川井　雄太,3.78,20,11,5,0,0,.688,508,119.0,126,10,31,2,57,55,50,1.32,4.09
中,43,小笠原　孝,3.13,21,7,2,0,0,.778,487,118.0,104,10,34,2,86,47,41,1.17,3.65
中,41,浅尾　拓也,3.49,67,7,9,6,33,.438,464,113.1,108,6,24,6,96,47,44,1.16,2.86
中,20,中田　賢一,3.44,13,5,4,0,0,.556,342,81.0,77,5,25,5,73,34,31,1.26,3.23
中,49,ネルソン,3.58,26,1,3,1,1,.250,215,50.1,48,6,16,1,49,24,20,1.27,3.74
中,67,高橋　聡文,3.08,49,2,2,0,10,.500,201,49.2,38,6,14,2,53,17,17,1.05,3.40
中,13,岩瀬　仁紀,2.12,54,2,3,41,1,.400,196,46.2,41,2,13,2,34,11,11,1.16,3.06
中,29,山井　大介,6.38,17,0,4,2,2,.000,170,36.2,42,6,20,2,29,29,26,1.69,5.47
中,60,河原　純一,1.85,44,3,0,0,15,1.000,136,34.0,24,2,10,2,18,7,7,1.00,3.71
中,45,パヤノ,2.08,34,2,1,0,6,.667,126,30.1,17,3,17,1,39,9,7,1.12,3.61
中,34,山本昌,10.67,6,1,4,0,0,.200,137,27.0,45,5,12,0,14,34,32,2.11,5.71
中,69,小林　正人,0.84,32,3,1,0,1,.750,82,21.1,15,1,7,1,19,2,2,1.03,3.07
中,33,平井　正史,4.26,25,0,1,1,5,.000,81,19.0,17,4,8,1,16,9,9,1.32,5.44
中,38,齊藤　信介,3.00,18,2,1,0,3,.667,55,12.0,10,2,9,1,13,6,4,1.58,5.62
中,47,菊地　正法,4.50,6,0,0,0,0,.000,25,6.0,6,0,2,0,6,3,3,1.33,2.12
中,12,清水　昭信,3.86,8,0,1,0,1,.000,24,4.2,3,0,6,1,4,2,2,1.93,5.26
中,68,長峰　昌司,7.71,6,1,2,0,0,.333,21,4.2,4,0,3,0,5,4,4,1.50,2.26
中,23,鈴木　義広,1.93,6,0,0,0,0,.000,23,4.2,4,0,2,2,2,1,1,1.29,4.83
中,70,中里　篤史,6.23,2,0,0,0,0,.000,21,4.1,6,0,1,0,4,3,3,1.62,1.97
中,26,山内　壮馬,13.50,1,0,0,0,0,.000,7,1.1,3,0,0,0,0,2,2,2.25,3.12
中,18,伊藤　準規,0.00,1,0,0,0,0,.000,4,1.0,0,0,0,1,1,0,0,0.00,4.12
中,35,高島　祥平,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
中,64,小熊　凌祐,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
中,50,佐藤　亮太,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
中,58,樋口　賢,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
中,16,佐藤　充,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
中,61,久本　祐一,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
中,54,赤坂　和幸,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
中,28,岩田　慎司,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
中,0,金剛　弘樹,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,18,三浦　大輔,3.32,28,11,11,0,0,.500,799,195.1,175,28,37,4,138,82,72,1.09,4.18
横,10,グリン,5.11,23,3,15,0,0,.167,521,118.0,135,17,35,4,69,73,67,1.44,4.79
横,48,ウォーランド,4.80,21,5,10,0,0,.333,505,110.2,128,10,50,4,85,63,59,1.61,4.14
横,21,吉見　祐治,4.28,27,3,4,0,1,.429,383,88.1,93,11,28,4,73,46,42,1.37,4.14
横,24,寺原　隼人,3.90,13,2,7,0,0,.222,362,83.0,89,8,23,1,77,43,36,1.35,3.35
横,22,高崎　健太郎,4.01,56,4,0,1,5,1.000,312,74.0,81,5,16,1,59,36,33,1.31,2.97
横,30,真田　裕貴,2.98,68,5,4,0,19,.556,280,66.1,66,9,23,4,36,24,22,1.34,4.88
横,14,小林　太志,4.48,12,1,8,0,0,.111,295,66.1,69,5,24,4,37,41,33,1.40,4.21
横,42,マストニー,5.69,15,1,5,0,0,.167,296,61.2,79,8,25,11,43,45,39,1.69,5.16
横,11,山口　俊,3.27,51,5,4,18,7,.556,223,55.0,44,7,17,4,68,22,20,1.11,3.45
横,68,ランドルフ,1.96,8,5,2,0,0,.714,232,55.0,33,2,34,4,59,12,12,1.22,3.52
横,47,工藤　公康,6.51,46,2,3,0,10,.400,172,37.1,53,11,14,0,24,30,27,1.79,6.71
横,19,藤江　均,6.51,9,0,4,0,0,.000,178,37.1,54,8,10,1,24,31,27,1.71,5.42
横,20,木塚　敦志,4.83,43,3,2,1,16,.600,133,31.2,35,5,7,3,20,18,17,1.33,4.67
横,38,桑原　謙太朗,1.76,11,0,0,0,0,.000,117,30.2,18,2,9,2,17,6,6,0.88,3.94
横,57,加藤　康介,3.68,31,1,0,0,13,1.000,127,29.1,21,5,18,2,37,13,12,1.33,4.76
横,44,石井　裕也,4.26,28,0,6,6,3,.000,114,25.1,26,4,11,1,18,15,12,1.46,5.05
横,12,吉川　輝昭,11.57,10,0,3,0,0,.000,100,18.2,34,4,10,0,10,27,24,2.36,6.28
横,32,松家　卓弘,4.60,9,0,1,0,0,.000,62,15.2,11,3,3,3,12,8,8,0.89,5.23
横,99,横山　道哉,4.80,14,0,0,0,0,.000,66,15.0,19,2,4,0,12,9,8,1.53,3.85
横,17,加藤　武治,5.73,9,0,1,0,0,.000,53,11.0,15,2,5,0,11,7,7,1.82,4.30
横,41,小山田　保裕,7.20,7,0,1,0,0,.000,50,10.0,14,1,5,1,6,10,8,1.90,5.02
横,15,高宮　和也,4.50,11,0,1,0,2,.000,36,8.0,9,3,5,0,6,4,4,1.75,8.00
横,13,那須野　巧,11.57,12,0,0,0,2,.000,34,7.0,9,1,5,0,5,9,9,2.00,5.69
横,35,牛田　成樹,10.50,4,0,0,0,0,.000,32,6.0,9,1,2,2,10,8,7,1.83,3.95
横,54,小杉　陽太,3.00,1,0,1,0,0,.000,26,6.0,5,2,3,0,6,2,2,1.33,6.95
横,58,阿斗里,4.50,1,0,0,0,0,.000,11,2.0,2,0,2,0,1,1,1,2.00,5.12
横,37,岡本　直也,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,34,三橋　直樹,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,28,秦　裕二,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,46,田中　健二朗,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,60,佐藤　祥万,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,27,山北　茂利,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,45,吉原　道臣,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ヤ,19,石川　雅規,3.54,29,13,7,0,0,.650,810,198.1,203,25,28,6,84,81,78,1.16,4.38
ヤ,25,館山　昌平,3.39,27,16,6,0,0,.727,798,188.1,195,20,45,11,126,77,71,1.27,4.02
ヤ,11,由規,3.50,22,5,10,0,0,.333,520,121.0,109,9,57,5,91,61,47,1.37,4.12
ヤ,29,ユウキ,3.40,19,5,6,0,0,.455,435,100.2,104,8,36,7,77,41,38,1.39,3.85
ヤ,17,川島　亮,4.81,14,5,6,0,0,.455,315,73.0,72,11,25,3,48,44,39,1.33,4.87
ヤ,65,押本　健彦,2.67,51,2,6,1,12,.250,252,64.0,50,8,19,1,45,19,19,1.08,4.28
ヤ,12,林　昌勇,2.05,57,5,4,28,5,.556,229,57.0,40,4,19,2,52,15,13,1.04,3.10
ヤ,21,松岡　健一,4.72,52,6,4,0,17,.600,243,55.1,66,5,14,1,53,30,29,1.45,3.14
ヤ,53,五十嵐　亮太,3.19,56,3,2,3,29,.600,221,53.2,42,3,20,3,44,19,19,1.16,3.44
ヤ,42,木田　優夫,5.55,30,3,4,0,5,.429,223,48.2,58,6,17,5,31,32,30,1.54,4.74
ヤ,58,高木　啓充,1.64,12,4,0,0,1,1.000,174,44.0,34,3,11,2,19,8,8,1.02,3.96
ヤ,15,村中　恭兵,7.12,9,1,6,0,0,.143,202,43.0,49,5,25,3,35,34,34,1.72,4.96
ヤ,48,萩原　淳,4.81,34,1,1,0,7,.500,175,39.1,50,3,14,4,36,21,21,1.63,3.58
ヤ,43,一場　靖弘,7.88,9,1,5,0,0,.167,174,37.2,48,10,16,4,27,36,33,1.70,6.73
ヤ,49,李　恵踐,3.65,42,1,1,1,12,.500,164,37.0,42,3,14,2,27,15,15,1.51,3.85
ヤ,44,松井　光介,3.08,17,0,0,0,1,.000,110,26.1,25,1,10,1,12,9,9,1.33,3.84
ヤ,35,橋本　義隆,1.35,13,0,0,0,0,.000,76,20.0,12,3,6,0,12,6,3,0.90,4.62
ヤ,20,鎌田　祐哉,5.25,9,0,1,0,1,.000,47,12.0,8,2,4,0,10,7,7,1.00,4.37
ヤ,18,バレット,7.15,7,0,1,0,1,.000,61,11.1,16,1,10,2,5,10,9,2.29,6.30
ヤ,14,高市　俊,9.64,3,0,1,0,0,.000,45,9.1,14,2,4,0,5,10,10,1.93,6.12
ヤ,57,丸山　貴史,7.04,9,0,0,0,2,.000,36,7.2,6,1,8,0,6,6,6,1.83,6.38
ヤ,62,吉川　昌宏,3.52,8,0,0,0,1,.000,30,7.2,6,2,0,2,8,3,3,0.78,5.21
ヤ,63,山本　斉,4.50,1,0,0,0,0,.000,25,6.0,5,1,2,0,3,3,3,1.17,5.29
ヤ,22,増渕　竜義,12.60,1,0,1,0,0,.000,27,5.0,8,1,6,0,4,7,7,2.80,7.72
ヤ,13,佐藤　賢,4.50,3,0,0,0,1,.000,14,4.0,3,0,0,1,5,2,2,0.75,1.37
ヤ,24,花田　真人,7.71,3,0,0,0,0,.000,10,2.1,3,1,0,0,3,2,2,1.29,6.12
ヤ,26,岡本　秀寛,0.00,1,0,0,0,0,.000,3,1.0,1,0,0,0,1,0,0,1.00,1.12
ヤ,30,西崎　聡,0.00,1,0,0,0,0,.000,4,1.0,1,0,0,0,1,0,0,1.00,1.12
ヤ,41,高井　雄平,0.00,1,0,0,0,0,.000,4,1.0,1,0,0,0,0,0,0,1.00,3.12
ヤ,47,赤川　克紀,NaN,1,0,0,0,0,.000,4,0.0,3,1,1,0,0,3,3,NaN,NaN
ヤ,16,加藤　幹典,NaN,1,0,0,0,0,.000,5,0.0,5,1,0,0,0,5,5,NaN,NaN
ヤ,45,日高　亮,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ヤ,66,山田　弘喜,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ヤ,34,八木　亮祐,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ヤ,61,石井　弘寿,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ソ,47,杉内　俊哉,2.36,26,15,5,0,0,.750,764,191.0,145,14,63,4,204,59,50,1.09,2.97
ソ,54,ホールトン,2.89,25,11,8,0,0,.579,680,171.0,137,22,43,6,138,58,55,1.05,4.04
ソ,28,大隣　憲司,4.59,26,8,10,0,0,.444,565,129.1,144,19,41,5,107,73,66,1.43,4.44
ソ,40,藤岡　好明,4.60,38,5,8,0,2,.385,434,101.2,98,10,38,4,82,57,52,1.34,4.02
ソ,21,和田　毅,4.06,15,4,5,0,0,.444,337,84.1,72,13,24,1,87,39,38,1.14,3.95
ソ,50,攝津　正,1.47,70,5,2,0,34,.714,321,79.2,51,3,35,1,102,13,13,1.08,2.33
ソ,34,ジャマーノ,4.38,14,5,4,0,0,.556,328,76.0,92,6,10,6,42,40,37,1.34,3.67
ソ,17,大場　翔太,4.26,22,1,4,0,0,.200,322,74.0,61,5,43,3,77,36,35,1.41,3.78
ソ,14,馬原　孝浩,2.16,53,4,3,29,4,.571,253,58.1,58,5,19,2,67,21,14,1.32,3.02
ソ,25,ファルケンボーグ,1.74,46,6,0,1,23,1.000,199,51.2,39,1,9,1,62,11,10,0.93,1.55
ソ,13,高橋　秀聡,4.91,12,3,4,0,0,.429,207,47.2,43,8,22,5,42,30,26,1.36,5.24
ソ,44,水田　章雄,3.19,46,3,0,0,8,1.000,184,42.1,49,3,12,0,22,16,15,1.44,3.78
ソ,38,神内　靖,3.89,26,2,3,0,3,.400,152,34.2,26,4,22,2,33,18,15,1.38,4.79
ソ,00,ロー,6.33,5,0,4,0,0,.000,133,27.0,36,2,12,2,18,26,19,1.78,4.19
ソ,31,佐藤　誠,6.56,25,1,1,0,2,.500,110,23.1,35,5,8,0,14,18,17,1.84,5.73
ソ,57,三瀬　幸司,6.30,17,0,1,0,0,.000,92,20.0,26,1,8,0,19,14,14,1.70,2.92
ソ,18,新垣　渚,7.91,4,0,2,0,0,.000,95,19.1,31,5,10,1,15,17,17,2.12,6.64
ソ,39,久米　勇紀,2.37,18,1,0,0,0,1.000,78,19.0,14,2,9,0,13,7,5,1.21,4.54
ソ,19,森福　允彦,4.91,13,0,0,0,2,.000,49,11.0,12,1,3,1,11,7,6,1.36,3.39
ソ,91,陽　耀勲,6.52,4,0,0,0,0,.000,48,9.2,12,0,6,2,10,10,7,1.86,3.53
ソ,48,甲藤　啓介,2.70,6,0,0,0,0,.000,28,6.2,5,1,1,1,4,3,2,0.90,4.77
