Team,背番号,選手名,打率,試合,打席数,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,敬遠,死球,三振,併殺打,長打率,出塁率
巨,7,長野　久義,.297,130,523,472,67,140,29,1,13,210,62,8,4,4,2,42,0,3,75,8,.445,.356
巨,8,片岡　治大,.252,126,484,429,54,108,16,2,6,146,32,24,7,23,0,29,1,3,51,14,.340,.304
巨,5,ロペス,.243,134,407,375,43,91,17,0,22,174,57,1,0,3,5,20,0,4,66,15,.464,.285
巨,32,橋本　到,.256,103,402,351,47,90,14,0,4,116,35,11,2,14,2,32,0,3,78,5,.330,.322
巨,42,アンダーソン,.319,87,325,295,32,94,11,1,15,152,50,1,1,0,0,25,1,5,44,4,.515,.382
巨,9,亀井　善行,.296,69,268,240,31,71,17,1,8,114,26,3,1,4,2,19,1,3,30,4,.475,.352
巨,2,井端　弘和,.256,87,187,164,16,42,3,0,3,54,16,0,0,4,1,18,0,0,24,11,.329,.328
巨,23,セペダ,.194,52,132,108,11,21,3,0,6,42,18,0,0,0,1,23,0,0,38,4,.389,.333
巨,24,高橋　由伸,.286,72,130,112,8,32,4,0,6,54,29,0,0,0,2,14,0,2,30,0,.482,.369
巨,22,小林　誠司,.255,63,121,110,18,28,7,0,2,41,14,0,0,3,0,4,0,4,26,4,.373,.305
巨,31,松本　哲也,.275,75,90,80,14,22,1,0,0,23,3,3,1,4,0,4,0,2,12,0,.288,.326
巨,48,矢野　謙次,.179,54,85,78,2,14,3,0,0,17,3,0,0,2,1,4,0,0,13,3,.218,.217
巨,44,大田　泰示,.246,44,74,65,14,16,6,0,2,28,12,4,2,0,0,8,1,1,20,2,.431,.338
巨,36,中井　大介,.204,23,52,49,5,10,2,1,0,14,3,1,0,0,0,3,0,0,13,3,.286,.250
巨,00,寺内　崇幸,.200,40,41,35,7,7,0,0,0,7,0,4,0,4,0,0,0,2,10,1,.200,.243
巨,0,藤村　大介,.185,21,29,27,5,5,1,0,0,6,1,3,0,0,0,2,0,0,4,0,.222,.241
巨,52,隠善　智也,.321,11,29,28,1,9,0,0,0,9,0,1,0,1,0,0,0,0,5,2,.321,.321
巨,27,實松　一成,.136,14,27,22,1,3,0,0,0,3,1,1,0,2,0,3,0,0,8,2,.136,.240
巨,12,鈴木　尚広,.350,69,25,20,28,7,0,0,0,7,1,11,2,0,0,5,0,0,4,0,.350,.480
巨,51,横川　史学,.263,16,21,19,1,5,1,0,1,9,5,0,0,0,0,2,0,0,6,0,.474,.333
巨,40,加藤　健,.400,6,12,10,1,4,0,0,0,4,1,0,0,0,0,2,0,0,4,0,.400,.500
巨,33,石井　義人,.250,7,6,4,0,1,0,0,0,1,1,0,0,0,1,1,0,0,3,0,.250,.333
巨,58,立岡　宗一郎,.000,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000
巨,64,鬼屋敷　正人,.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000
巨,56,坂口　真規,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
巨,91,奥村　展征,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
巨,65,辻　東倫,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
巨,53,河野　元貴,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
巨,39,大累　進,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
巨,50,加治前　竜一,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
巨,38,井野　卓,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
巨,61,和田　恋,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,1,鳥谷　敬,.313,144,644,550,96,172,28,2,8,228,73,10,6,1,4,87,3,2,80,14,.415,.406
阪,5,ゴメス,.283,143,616,537,81,152,30,2,26,264,109,1,0,0,4,67,0,8,166,17,.492,.369
阪,4,上本　博紀,.276,131,600,515,90,142,28,5,7,201,38,20,10,7,2,70,0,6,97,7,.390,.368
阪,9,マートン,.338,142,591,532,58,180,32,0,14,254,84,2,5,0,6,46,4,7,64,19,.477,.394
阪,0,大和,.264,121,481,398,54,105,17,1,1,127,24,11,7,50,1,28,1,4,52,7,.319,.318
阪,8,福留　孝介,.253,104,367,312,20,79,8,0,9,114,34,1,1,3,4,47,0,1,48,11,.365,.349
阪,49,今成　亮太,.259,115,362,332,34,86,15,0,4,113,24,2,3,9,0,18,1,3,48,9,.340,.303
阪,44,梅野　隆太郎,.197,92,265,249,23,49,13,2,7,87,21,0,1,2,2,10,0,2,78,7,.349,.232
阪,32,新井　良太,.295,78,196,173,19,51,9,0,7,81,34,0,0,1,2,17,1,3,48,0,.468,.364
阪,25,新井　貴浩,.244,94,194,176,13,43,6,0,3,58,31,0,0,0,1,15,2,2,33,6,.330,.309
阪,40,鶴岡　一成,.221,77,163,154,10,34,5,1,0,41,12,0,0,4,1,3,0,1,30,10,.266,.239
阪,51,伊藤　隼太,.294,52,131,119,13,35,6,1,2,49,12,1,0,1,3,7,0,1,26,1,.412,.331
阪,68,俊介,.206,87,119,102,13,21,4,0,1,28,6,2,1,6,0,10,1,1,12,3,.275,.283
阪,35,坂　克彦,.206,88,78,63,16,13,3,0,0,16,6,0,0,3,2,10,0,0,21,0,.254,.307
阪,50,藤井　彰人,.215,34,73,65,5,14,3,0,0,17,5,0,0,0,1,7,1,0,10,3,.262,.288
阪,65,緒方　凌介,.246,28,69,57,7,14,2,0,2,22,5,2,1,2,0,8,1,2,14,0,.386,.358
阪,3,関本　賢太郎,.260,63,66,50,3,13,4,0,1,20,15,0,0,1,1,13,1,1,16,3,.400,.415
阪,7,西岡　剛,.237,24,46,38,6,9,3,1,0,14,4,0,1,1,0,7,0,0,6,0,.368,.356
阪,61,田上　健一,.231,51,43,39,15,9,1,0,0,10,2,3,0,1,0,3,0,0,7,1,.256,.286
阪,00,柴田　講平,.179,27,40,39,6,7,1,0,0,8,1,0,0,0,0,1,0,0,7,1,.205,.200
阪,45,清水　誉,.107,26,32,28,4,3,1,0,0,4,2,0,0,1,0,2,0,1,8,0,.143,.194
阪,99,狩野　恵輔,.292,12,26,24,2,7,1,0,1,11,5,0,0,1,1,0,0,0,2,0,.458,.280
阪,58,荒木　郁也,.125,15,9,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2,0,.125,.125
阪,37,日高　剛,.000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000
阪,57,岡崎　太一,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,69,森田　一成,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,36,一二三　慎太,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,62,高山　久,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,60,中谷　将大,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,52,小豆畑　眞也,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,39,小宮山　慎二,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,24,横田　慎太郎,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,55,陽川　尚将,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,2,北條　史也,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,38,黒瀬　春樹,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,33,西田　直斗,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
中,8,大島　洋平,.318,141,642,585,92,186,18,2,2,214,28,28,12,6,2,43,1,6,56,3,.366,.369
中,7,森野　将彦,.288,141,588,507,64,146,34,0,13,219,86,3,0,5,6,69,2,1,66,20,.432,.370
中,0,ルナ,.317,127,527,467,80,148,25,5,17,234,73,8,2,0,4,51,3,5,98,11,.501,.387
中,6,平田　良介,.277,119,488,429,55,119,17,1,11,171,65,7,2,0,4,54,0,1,65,13,.399,.357
中,2,荒木　雅博,.268,109,471,395,46,106,17,2,1,130,21,17,1,33,1,39,1,3,63,7,.329,.338
中,5,和田　一浩,.281,90,356,302,40,85,12,2,16,149,65,2,1,0,5,45,1,4,38,11,.493,.376
中,00,エルナンデス,.262,86,304,279,34,73,14,1,5,104,32,2,1,3,2,19,0,1,58,4,.373,.309
中,4,藤井　淳志,.274,88,300,266,35,73,13,3,6,110,36,2,2,6,2,25,0,1,55,2,.414,.337
中,27,谷繁　元信,.195,91,274,226,15,44,11,0,1,58,23,0,1,5,2,39,1,2,36,8,.257,.316
中,1,堂上　直倫,.228,90,261,237,19,54,4,1,1,63,17,1,0,11,3,10,0,0,45,8,.266,.256
中,38,松井　雅人,.176,67,162,142,10,25,3,1,1,33,4,3,1,4,0,16,1,0,47,3,.232,.259
中,9,高橋　周平,.257,61,156,144,14,37,8,1,6,65,14,0,0,2,2,8,1,0,29,2,.451,.292
中,70,谷　哲也,.237,59,131,118,7,28,13,1,0,43,10,0,1,6,1,6,0,0,23,0,.364,.272
中,56,松井　佑介,.250,52,102,96,11,24,7,0,2,37,6,1,0,2,0,2,0,2,27,3,.385,.280
中,36,小笠原　道大,.301,81,99,83,4,25,6,0,1,34,18,0,0,0,1,14,1,1,16,1,.410,.404
中,31,野本　圭,.222,45,72,63,5,14,4,0,1,21,13,0,0,1,1,5,0,2,10,2,.333,.296
中,49,武山　真吾,.127,33,72,63,4,8,0,0,1,11,5,0,0,4,1,3,0,1,15,1,.175,.176
中,62,工藤　隆人,.308,46,46,39,9,12,3,0,1,18,8,1,2,1,1,4,0,1,11,1,.462,.378
中,37,三ツ俣　大樹,.139,29,41,36,3,5,0,1,1,10,4,0,0,4,1,0,0,0,10,1,.278,.135
中,37,岩崎　恭平,.107,18,30,28,6,3,0,0,0,3,0,0,1,0,0,2,0,0,6,0,.107,.167
中,50,中田　亮二,.105,16,22,19,2,2,2,0,0,4,0,0,0,1,0,0,0,2,4,0,.211,.190
中,66,古本　武尊,.167,16,20,18,0,3,0,0,0,3,0,0,0,1,0,1,0,0,7,0,.167,.211
中,52,小田　幸平,.063,17,17,16,1,1,0,0,0,1,0,0,0,1,0,0,0,0,6,2,.063,.063
中,3,吉川　大幾,.000,16,17,14,2,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,.000,.067
中,44,ゴメス,.077,12,14,13,0,1,0,0,0,1,0,0,0,0,0,1,0,0,5,1,.077,.143
中,54,森越　祐人,.143,19,12,7,4,1,0,0,0,1,0,0,0,2,0,2,0,1,1,0,.143,.400
中,55,福田　永将,.250,10,12,12,1,3,1,0,0,4,0,0,0,0,0,0,0,0,4,1,.333,.250
中,63,堂上　剛裕,.200,6,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,.200,.200
中,68,赤田　龍一郎,.000,2,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,.000,.000
中,48,溝脇　隼人,.200,2,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,.200,.200
中,58,田中　大輔,.250,3,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.250,.250
中,46,藤澤　拓斗,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
中,45,杉山　翔大,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
中,60,井藤　真吾,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
中,40,桂　依央利,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,3,梶谷　隆幸,.263,142,609,525,76,138,26,9,16,230,72,39,8,3,4,70,5,7,135,12,.438,.355
横,7,石川　雄洋,.248,138,539,483,66,120,16,5,7,167,36,9,3,16,0,32,0,8,98,9,.346,.306
横,52,バルディリス,.255,139,510,451,44,115,29,1,17,197,52,0,1,0,5,43,2,11,66,20,.437,.331
横,25,筒香　嘉智,.300,114,461,410,58,123,24,2,22,217,77,2,1,0,2,47,6,2,100,7,.529,.373
横,0,山崎　憲晴,.239,115,374,309,36,74,9,1,2,91,20,2,2,38,2,19,0,6,64,4,.294,.295
横,9,黒羽根　利規,.264,109,374,326,32,86,10,0,2,102,24,1,2,17,2,24,1,5,78,10,.313,.322
横,42,ブランコ,.283,85,333,311,32,88,14,0,17,153,60,0,0,0,0,18,4,4,91,5,.492,.330
横,10,グリエル,.305,62,258,239,46,73,22,0,11,128,30,3,0,0,2,15,0,2,40,4,.536,.349
横,29,白崎　浩之,.234,101,240,209,24,49,8,1,1,62,11,4,2,15,0,16,0,0,50,4,.297,.289
横,4,荒波　翔,.271,63,206,188,30,51,8,2,3,72,18,9,1,4,0,13,0,1,28,1,.383,.322
横,1,金城　龍彦,.200,90,175,160,9,32,6,0,0,38,11,0,1,1,0,13,2,1,21,3,.238,.264
横,37,桑原　将志,.257,53,169,144,15,37,7,2,1,51,13,4,1,8,0,15,0,2,32,5,.354,.335
横,8,多村　仁志,.272,73,166,147,11,40,5,1,4,59,23,0,2,1,1,15,1,2,23,4,.401,.345
横,55,後藤　武敏,.283,68,165,145,17,41,8,0,7,70,31,0,0,1,1,18,1,0,34,4,.483,.360
横,50,下園　辰哉,.277,68,117,101,14,28,4,0,1,35,8,0,0,1,0,14,0,1,18,1,.347,.371
横,36,柳田　殖生,.273,74,101,88,12,24,3,0,4,39,10,0,0,6,0,2,0,5,20,2,.443,.326
横,26,井手　正太郎,.205,36,77,73,7,15,3,0,3,27,13,0,0,0,1,3,0,0,20,2,.370,.234
横,32,高城　俊人,.145,48,76,69,8,10,1,1,0,13,4,0,0,0,0,5,0,2,28,0,.188,.224
横,6,松本　啓二朗,.259,34,58,54,8,14,5,0,0,19,5,1,0,2,0,1,0,1,10,1,.352,.286
横,99,中村　紀洋,.245,13,56,49,5,12,2,0,0,14,10,0,0,0,1,6,0,0,10,3,.286,.321
横,57,鶴岡　賢二郎,.267,24,49,45,4,12,0,0,0,12,2,0,0,0,0,4,1,0,10,1,.267,.327
横,66,西森　将司,.045,12,25,22,0,1,0,0,0,1,0,0,0,3,0,0,0,0,6,2,.045,.045
横,39,嶺井　博希,.273,10,14,11,1,3,0,1,0,5,3,0,0,1,0,2,0,0,2,0,.455,.385
横,51,宮崎　敏郎,.154,5,13,13,0,2,1,0,0,3,0,0,0,0,0,0,0,0,3,0,.231,.154
横,63,関根　大気,.250,3,13,12,1,3,0,0,0,3,0,1,0,0,0,0,0,1,3,0,.250,.308
横,40,飛雄馬,.000,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,.000,.000
横,33,乙坂　智,.500,6,2,2,2,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,2.000,.500
横,23,内村　賢介,.000,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000
横,31,赤堀　大智,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,44,渡邊　雄貴,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,60,加藤　政義,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ヤ,23,山田　哲人,.324,143,685,596,106,193,39,1,29,321,89,15,5,2,5,74,2,8,95,10,.539,.403
ヤ,5,川端　慎吾,.305,142,637,580,86,177,33,2,10,244,69,2,2,8,3,43,1,3,62,10,.421,.355
ヤ,41,雄平,.316,141,597,547,97,173,28,3,23,276,90,10,2,1,0,48,0,1,103,11,.505,.372
ヤ,33,畠山　和洋,.310,113,464,422,52,131,19,1,17,203,79,2,0,1,3,36,1,2,54,17,.481,.365
ヤ,4,バレンティン,.301,112,446,366,61,110,12,0,31,215,69,2,0,0,3,75,5,2,95,10,.587,.419
ヤ,52,中村　悠平,.298,99,365,325,26,97,9,1,5,123,41,0,0,7,3,26,0,4,51,8,.378,.355
ヤ,10,森岡　良介,.276,100,326,301,26,83,16,2,2,109,31,1,0,5,2,15,0,3,39,7,.362,.315
ヤ,50,上田　剛史,.210,115,292,252,36,53,4,2,2,67,20,16,4,16,3,18,0,3,45,1,.266,.268
ヤ,9,飯原　誉士,.306,96,244,222,26,68,12,1,4,94,29,1,1,4,3,14,0,1,29,4,.423,.346
ヤ,2,相川　亮二,.250,58,207,192,19,48,8,0,2,62,21,0,0,2,2,9,1,2,31,5,.323,.288
ヤ,24,荒木　貴裕,.275,55,168,149,23,41,3,1,2,52,12,1,2,2,0,16,0,1,25,2,.349,.349
ヤ,0,比屋根　渉,.232,56,142,125,17,29,4,0,0,33,7,10,4,11,0,5,0,1,21,3,.264,.267
ヤ,8,武内　晋一,.243,55,125,111,15,27,2,0,4,41,9,0,0,1,1,12,0,0,18,3,.369,.315
ヤ,7,田中　浩康,.245,77,111,102,9,25,2,1,3,38,10,0,0,1,0,8,0,0,15,4,.373,.300
ヤ,46,谷内　亮太,.191,43,99,89,6,17,4,0,1,24,16,0,1,2,3,4,0,1,14,1,.270,.227
ヤ,31,松元　ユウイチ,.289,72,89,83,1,24,3,0,0,27,14,0,0,0,1,5,0,0,6,3,.325,.326
ヤ,48,岩村　明憲,.243,39,79,74,7,18,6,0,1,27,14,0,0,0,0,4,0,1,21,1,.365,.291
ヤ,85,ミレッジ,.231,10,47,39,3,9,2,0,1,14,6,0,0,0,2,6,0,0,6,4,.359,.319
ヤ,55,野口　祥順,.286,35,44,42,11,12,4,0,0,16,1,0,0,1,0,1,0,0,11,0,.381,.302
ヤ,59,今浪　隆博,.211,13,41,38,7,8,1,0,0,9,1,0,0,0,0,3,0,0,4,0,.237,.268
ヤ,13,川島　慶三,.269,19,36,26,8,7,2,0,0,9,1,1,0,2,0,7,2,1,6,2,.346,.441
ヤ,3,西浦　直亨,.156,14,36,32,5,5,1,0,1,9,5,0,0,0,0,4,0,0,6,0,.281,.250
ヤ,57,松井　淳,.240,10,26,25,1,6,3,0,0,9,1,0,0,0,0,1,0,0,8,1,.360,.269
ヤ,60,三輪　正義,.250,32,22,20,7,5,1,0,0,6,1,0,0,1,0,1,0,0,2,1,.300,.286
ヤ,30,西田　明央,.250,8,22,20,2,5,2,0,1,10,4,0,0,0,0,1,0,1,4,0,.500,.318
ヤ,64,川崎　成晃,.231,14,14,13,3,3,0,0,0,3,0,1,0,0,0,1,0,0,0,0,.231,.286
ヤ,51,藤井　亮太,.000,7,7,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,.000,.143
ヤ,28,田中　雅彦,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ヤ,39,又野　知弥,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ヤ,36,川上　竜平,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ヤ,37,星野　雄大,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
