Team,背番号,選手名,打率,試合,打席数,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,敬遠,死球,三振,併殺打,長打率,出塁率
広,38,赤松　真人,.204,85,60,54,16,11,2,0,0,13,3,12,4,4,0,1,0,1,9,0,.241,.232
広,70,ニック,.154,14,40,39,2,6,0,0,1,9,3,0,0,0,0,1,0,0,14,3,.231,.175
広,0,上本　崇司,.077,30,30,26,4,2,1,0,0,3,2,0,0,2,0,1,0,1,5,1,.115,.143
広,51,鈴木　誠也,.083,11,14,12,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,.083,.214
広,1,前田　智徳,.364,12,12,11,0,4,0,0,0,4,4,0,0,0,0,0,0,1,2,0,.364,.417
広,50,鈴木　将光,.125,5,9,8,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,.125,.125
広,32,白濱　裕太,.000,7,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,.000,.000
広,35,下水流　昂,.400,2,5,5,0,2,0,0,0,2,1,0,0,0,0,0,0,0,1,0,.400,.400
広,61,磯村　嘉孝,.000,4,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,.000,.333
広,27,上村　和裕,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
広,59,美間　優槻,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
広,52,庄司　隼人,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
広,45,松本　高明,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
広,2,東出　輝裕,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
広,99,中村　憲,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
広,43,土生　翔平,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
広,68,申　成鉉,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
広,25,高橋　大樹,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
巨,7,長野　久義,.281,144,642,590,82,166,21,3,19,250,65,14,5,3,0,48,0,1,101,6,.424,.336
巨,6,坂本　勇人,.265,144,620,554,73,147,33,1,12,218,54,24,4,4,3,55,1,4,87,11,.394,.334
巨,25,村田　修一,.316,144,595,519,76,164,26,0,25,265,87,1,1,6,7,50,1,13,74,11,.511,.385
巨,10,阿部　慎之助,.296,135,529,422,81,125,17,0,32,238,91,0,0,0,6,86,9,15,59,8,.564,.427
巨,5,ロペス,.303,121,467,429,45,130,26,0,18,210,55,1,1,5,3,25,1,5,57,12,.490,.346
巨,9,亀井　善行,.257,86,324,296,31,76,17,0,3,102,25,3,2,9,1,17,0,1,36,5,.345,.298
巨,42,ボウカー,.262,105,295,271,27,71,17,3,14,136,46,0,0,0,2,19,2,3,79,8,.502,.315
巨,00,寺内　崇幸,.225,114,274,240,24,54,5,1,2,67,12,6,2,21,0,11,1,2,45,6,.279,.265
巨,31,松本　哲也,.237,91,222,190,24,45,4,0,0,49,5,11,5,9,1,21,0,1,34,2,.258,.315
巨,24,高橋　由伸,.303,68,197,165,23,50,6,1,10,88,34,0,0,0,0,31,2,1,34,4,.533,.416
巨,48,矢野　謙次,.289,90,166,159,17,46,13,0,2,65,22,2,0,4,0,3,0,0,20,8,.409,.302
巨,61,中井　大介,.324,48,149,139,19,45,6,0,4,63,17,2,1,2,0,8,0,0,12,4,.453,.361
巨,23,脇谷　亮太,.244,49,135,123,12,30,5,0,0,35,8,3,0,1,0,10,2,1,18,1,.285,.306
巨,32,橋本　到,.239,35,111,92,9,22,3,1,1,30,8,3,3,10,1,7,0,1,30,0,.326,.297
巨,58,立岡　宗一郎,.203,46,77,74,5,15,1,2,0,20,7,1,0,0,0,3,0,0,15,0,.270,.234
巨,27,實松　一成,.246,41,73,65,6,16,5,0,1,24,6,0,0,1,0,6,0,1,20,1,.369,.319
巨,0,藤村　大介,.191,40,72,68,8,13,1,0,0,14,1,4,1,1,0,3,0,0,13,0,.206,.225
巨,33,石井　義人,.203,62,70,64,1,13,0,0,0,13,2,0,0,0,0,6,1,0,18,0,.203,.271
巨,2,小笠原　道大,.250,22,40,36,2,9,2,0,1,14,8,0,1,0,1,2,0,1,7,2,.389,.300
巨,55,大田　泰示,.161,21,38,31,3,5,0,0,0,5,2,1,0,2,1,4,1,0,9,0,.161,.250
巨,8,谷　佳知,.250,13,31,28,2,7,2,0,0,9,1,0,0,1,0,2,0,0,4,2,.321,.300
巨,40,加藤　健,.214,12,31,28,2,6,1,0,0,7,2,0,0,0,0,2,0,1,4,2,.250,.290
巨,12,鈴木　尚広,.227,80,25,22,13,5,1,0,0,6,1,13,3,3,0,0,0,0,0,0,.273,.227
巨,95,河野　元貴,.063,11,16,16,1,1,0,0,1,4,3,0,0,0,0,0,0,0,5,0,.250,.063
巨,56,坂口　真規,.400,7,10,10,3,4,0,0,0,4,1,0,0,0,0,0,0,0,5,0,.400,.400
巨,38,井野　卓,.000,10,8,6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,.000,.143
巨,53,高口　隆行,.000,8,7,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,.000,.000
巨,51,古城　茂幸,.000,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,.000,.000
巨,50,加治前　竜一,.000,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000
巨,52,隠善　智也,.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000
巨,39,大累　進,.000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000
巨,69,市川　友也,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000
巨,64,鬼屋敷　正人,.000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000
巨,67,高橋　洸,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
巨,93,辻　東倫,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
巨,36,横川　史学,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,1,鳥谷　敬,.282,144,643,532,74,150,30,4,10,218,65,15,7,1,2,104,1,4,65,12,.410,.402
阪,9,マートン,.314,143,613,566,55,178,37,1,19,274,85,6,1,0,4,42,1,1,81,25,.484,.361
阪,7,西岡　剛,.290,122,549,497,57,144,28,3,4,190,44,11,3,0,6,45,2,1,65,6,.382,.346
阪,25,新井　貴浩,.267,140,548,476,60,127,20,0,15,192,70,2,3,0,7,60,3,5,110,17,.403,.350
阪,0,大和,.273,104,454,384,51,105,12,3,0,123,21,19,9,35,0,27,0,8,40,2,.320,.334
阪,32,新井　良太,.238,119,401,357,44,85,14,1,14,143,51,2,2,1,2,37,0,4,89,10,.401,.315
阪,50,藤井　彰人,.258,112,343,298,21,77,7,0,1,87,24,1,0,15,3,27,2,0,43,7,.292,.317
阪,8,福留　孝介,.198,63,241,212,18,42,11,0,6,71,31,0,1,0,0,28,3,1,43,1,.335,.295
阪,35,坂　克彦,.229,111,233,205,29,47,5,1,2,60,20,0,0,5,3,20,0,0,43,1,.293,.294
阪,68,俊介,.292,119,216,192,30,56,7,2,0,67,9,8,5,16,0,8,0,0,19,2,.349,.320
阪,49,今成　亮太,.265,88,215,185,11,49,10,2,1,66,17,2,2,1,4,25,0,0,37,7,.357,.346
阪,37,日高　剛,.289,44,100,97,9,28,3,0,2,37,7,1,0,0,0,2,0,1,16,0,.381,.310
阪,45,清水　誉,.233,39,94,90,8,21,3,1,0,26,3,0,0,1,0,1,0,2,29,2,.289,.258
阪,00,柴田　講平,.229,36,80,70,8,16,1,0,1,20,5,4,1,5,0,5,0,0,14,0,.286,.280
阪,51,伊藤　隼太,.145,30,71,62,8,9,1,0,1,13,4,0,2,2,0,6,0,1,19,0,.210,.232
阪,4,上本　博紀,.254,25,70,59,13,15,3,0,2,24,8,2,1,2,0,8,0,1,19,1,.407,.353
阪,42,コンラッド,.175,24,69,57,1,10,6,0,0,16,0,0,0,0,0,11,2,1,23,1,.281,.319
阪,24,桧山　進次郎,.196,57,59,51,0,10,4,0,0,14,13,0,0,0,0,6,1,2,12,2,.275,.305
阪,3,関本　賢太郎,.279,56,55,43,4,12,3,0,0,15,5,1,0,2,0,8,1,2,10,1,.349,.415
阪,5,浅井　良,.220,46,55,50,5,11,1,0,1,15,5,0,0,2,0,2,0,1,7,3,.300,.264
阪,62,高山　久,.250,9,21,16,2,4,1,0,2,11,3,0,0,0,0,4,1,1,6,0,.688,.429
阪,69,森田　一成,.211,13,19,19,0,4,1,0,0,5,2,0,0,0,0,0,0,0,8,1,.263,.211
阪,38,黒瀬　春樹,.231,13,15,13,1,3,2,0,0,5,0,0,0,0,0,1,0,1,1,1,.385,.333
阪,39,小宮山　慎二,.167,14,12,12,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,.167,.167
阪,67,野原　将志,.000,8,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000
阪,61,田上　健一,.286,24,8,7,6,2,0,0,0,2,0,5,1,0,0,1,0,0,1,0,.286,.375
阪,58,荒木　郁也,.000,20,6,6,4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,.000,.000
阪,31,林　威助,.000,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,.000,.000
阪,33,西田　直斗,.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,.000,.000
阪,65,緒方　凌介,.000,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000
阪,36,一二三　慎太,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,52,小豆畑　眞也,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,2,北條　史也,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,66,橋本　良平,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,57,岡崎　太一,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,60,中谷　将大,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
中,5,和田　一浩,.275,142,581,495,63,136,21,2,18,215,76,2,2,0,7,77,1,2,63,26,.434,.370
中,8,大島　洋平,.248,140,555,499,68,124,18,2,3,155,27,19,9,10,3,37,1,6,69,2,.311,.306
中,60,クラーク,.238,132,467,407,56,97,14,0,25,186,70,0,0,0,4,49,1,7,130,7,.457,.328
中,30,森野　将彦,.286,134,457,399,53,114,20,1,16,184,51,1,0,2,2,54,0,0,61,10,.461,.369
中,27,谷繁　元信,.216,130,438,379,19,82,12,0,6,112,34,1,2,6,3,46,2,4,70,11,.296,.306
中,40,平田　良介,.289,118,414,367,54,106,22,3,15,179,55,1,2,1,1,41,1,4,54,13,.488,.366
中,2,荒木　雅博,.222,105,384,338,35,75,9,0,0,84,19,12,6,18,2,25,1,1,33,10,.249,.276
中,6,井端　弘和,.236,100,376,326,30,77,9,0,1,89,18,0,2,8,0,38,0,4,51,13,.273,.323
中,0,ルナ,.350,85,356,329,46,115,23,3,9,171,51,4,0,0,0,26,2,1,57,10,.520,.399
中,4,藤井　淳志,.303,108,259,238,27,72,10,0,6,100,19,5,2,2,3,14,1,2,53,4,.420,.342
中,31,高橋　周平,.249,66,212,197,19,49,13,1,5,79,27,0,0,2,1,11,2,1,34,2,.401,.290
中,1,堂上　直倫,.171,74,170,152,5,26,2,1,1,33,12,1,0,8,3,6,0,1,15,3,.217,.204
中,56,松井　佑介,.173,43,91,81,7,14,3,0,1,20,11,0,0,5,2,2,0,1,16,3,.247,.198
中,47,松井　雅人,.143,45,72,63,4,9,2,0,0,11,3,1,0,3,0,6,0,0,15,0,.175,.217
中,7,山崎　武司,.210,51,71,62,1,13,1,1,0,16,7,0,0,0,0,5,0,4,11,5,.258,.310
中,37,岩崎　恭平,.286,54,57,49,15,14,0,0,1,17,2,8,6,3,0,5,0,0,10,2,.347,.352
中,63,堂上　剛裕,.195,44,52,41,3,8,2,1,1,15,6,0,0,0,0,9,0,2,12,1,.366,.365
中,52,小田　幸平,.135,31,40,37,2,5,0,0,1,8,2,0,0,0,0,3,1,0,7,0,.216,.200
中,53,柳田　殖生,.219,24,32,32,1,7,1,0,0,8,0,0,0,0,0,0,0,0,8,0,.250,.219
中,58,田中　大輔,.280,15,27,25,1,7,2,0,1,12,2,0,0,0,1,0,0,1,7,0,.480,.296
中,36,谷　哲也,.095,10,26,21,1,2,2,0,0,4,0,0,0,5,0,0,0,0,9,1,.190,.095
中,50,中田　亮二,.238,23,25,21,1,5,1,0,0,6,0,0,0,1,0,3,0,0,2,0,.286,.333
中,9,野本　圭,.167,14,19,18,0,3,0,0,0,3,2,0,0,1,0,0,0,0,7,0,.167,.167
中,3,吉川　大幾,.250,15,15,12,4,3,0,0,0,3,0,1,0,3,0,0,0,0,5,0,.250,.250
中,54,森越　祐人,.125,21,10,8,2,1,0,0,0,1,0,1,0,2,0,0,0,0,5,0,.125,.125
中,55,福田　永将,.286,4,7,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,.286,.286
中,38,前田　章宏,.200,6,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,.200,.200
中,48,溝脇　隼人,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
中,66,古本　武尊,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
中,44,ディアス,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
中,57,吉田　利一,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
中,33,杉山　翔大,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,42,ブランコ,.333,134,558,483,74,161,22,0,41,306,136,1,1,0,4,62,6,9,118,10,.634,.416
横,7,石川　雄洋,.275,119,523,459,75,126,12,4,5,161,41,5,2,5,0,51,0,8,76,6,.351,.357
横,4,荒波　翔,.258,126,490,445,65,115,23,3,2,150,30,19,9,4,2,37,2,2,96,9,.337,.317
横,99,中村　紀洋,.281,122,473,431,37,121,19,1,14,184,61,1,0,0,5,32,1,5,66,20,.427,.334
横,27,モーガン,.294,108,424,371,57,109,15,2,11,161,50,3,2,11,2,27,0,13,81,3,.434,.361
横,1,金城　龍彦,.291,118,334,306,33,89,12,1,6,121,36,3,0,2,1,17,2,8,40,8,.395,.343
横,10,鶴岡　一成,.250,108,318,280,27,70,18,0,3,97,40,1,0,7,4,26,3,1,50,7,.346,.312
横,63,梶谷　隆幸,.346,77,287,254,59,88,17,4,16,161,44,7,4,4,0,27,1,2,60,6,.634,.413
横,0,山崎　憲晴,.249,115,279,237,39,59,13,1,3,83,23,1,3,25,0,13,0,4,53,8,.350,.299
横,52,多村　仁志,.261,96,277,238,26,62,11,1,12,111,39,1,1,0,3,33,0,3,54,5,.466,.354
横,23,内村　賢介,.206,89,269,223,33,46,3,1,0,51,6,12,8,22,2,20,0,2,43,2,.229,.275
横,6,松本　啓二朗,.247,72,166,154,14,38,3,1,4,55,14,0,1,8,0,4,0,0,34,2,.357,.266
横,3,ラミレス,.185,56,139,130,6,24,0,0,2,30,14,0,0,0,1,8,0,0,20,7,.231,.230
横,32,高城　俊人,.136,51,124,110,6,15,4,0,0,19,4,0,0,7,0,6,0,1,42,2,.173,.188
横,55,後藤　武敏,.284,62,101,88,13,25,6,0,6,49,14,0,1,1,0,9,0,3,19,1,.557,.370
横,26,井手　正太郎,.310,32,99,87,16,27,4,0,0,31,11,0,0,1,3,7,0,1,11,4,.356,.357
横,59,黒羽根　利規,.267,30,68,60,6,16,1,0,2,23,5,0,0,2,0,5,0,1,16,2,.383,.333
横,29,白崎　浩之,.212,47,60,52,16,11,1,0,0,12,1,0,1,4,0,4,0,0,11,2,.231,.268
横,51,宮崎　敏郎,.250,33,58,52,7,13,2,0,2,21,5,0,0,0,1,2,0,3,11,1,.404,.310
横,25,筒香　嘉智,.216,23,56,51,5,11,1,0,1,15,3,0,0,0,0,3,0,2,13,2,.294,.286
横,50,下園　辰哉,.146,26,45,41,1,6,0,0,0,6,1,0,0,0,0,4,0,0,10,1,.146,.222
横,8,小池　正晃,.222,14,30,27,3,6,0,0,2,12,3,0,0,3,0,0,0,0,6,0,.444,.222
横,2,渡辺　直人,.143,14,15,14,3,2,0,0,0,2,0,0,0,0,0,1,0,0,5,1,.143,.200
横,31,赤堀　大智,.143,5,8,7,0,1,1,0,0,2,1,0,0,0,1,0,0,0,2,0,.286,.125
横,37,桑原　将志,.000,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,.000,.000
横,5,森本　稀哲,.000,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.000,.000
横,36,細山田　武史,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,9,嶋村　一輝,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,57,鶴岡　賢二郎,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,39,内藤　雄太,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,44,渡邊　雄貴,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,33,乙坂　智,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,40,飛雄馬,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ヤ,4,バレンティン,.330,130,547,439,94,145,17,0,60,342,131,0,0,0,4,103,9,1,105,14,.779,.455
ヤ,85,ミレッジ,.251,96,423,374,56,94,21,0,16,163,49,7,3,3,2,42,2,2,54,12,.436,.329
ヤ,50,上田　剛史,.257,112,399,339,51,87,7,4,4,114,22,18,3,24,2,33,0,1,65,2,.336,.323
ヤ,23,山田　哲人,.283,94,396,350,50,99,13,2,3,125,26,9,2,3,3,39,2,1,37,6,.357,.354
ヤ,33,畠山　和洋,.219,99,393,360,28,79,18,0,12,133,51,0,0,2,1,30,1,0,69,10,.369,.279
ヤ,68,森岡　良介,.247,109,347,295,28,73,10,1,1,88,21,0,0,11,2,36,1,3,61,5,.298,.333
ヤ,5,川端　慎吾,.311,70,312,267,36,83,7,2,5,109,37,2,2,7,1,37,1,0,28,6,.408,.393
ヤ,52,中村　悠平,.234,84,286,239,17,56,5,2,4,77,24,1,1,12,2,30,2,3,37,8,.322,.325
ヤ,00,川島　慶三,.213,101,268,225,27,48,5,0,4,65,14,7,2,14,1,23,2,5,38,4,.289,.299
ヤ,6,宮本　慎也,.266,104,259,237,13,63,1,0,0,64,17,1,0,6,1,14,0,1,28,8,.270,.308
ヤ,7,田中　浩康,.225,97,252,227,22,51,7,0,0,58,14,1,1,6,1,17,1,1,32,6,.256,.280
ヤ,2,相川　亮二,.279,66,239,219,23,61,13,0,6,92,30,1,1,4,2,14,1,0,42,2,.420,.319
ヤ,9,飯原　誉士,.274,70,193,168,24,46,8,2,3,67,23,2,2,4,0,21,0,0,25,6,.399,.354
ヤ,0,比屋根　渉,.250,63,176,156,30,39,5,1,1,49,10,14,6,4,1,14,0,1,20,1,.314,.314
ヤ,8,武内　晋一,.185,76,165,146,8,27,8,0,3,44,19,1,0,3,1,14,0,1,23,3,.301,.259
ヤ,48,岩村　明憲,.246,75,159,142,11,35,4,0,3,48,17,0,0,0,2,15,0,0,48,0,.338,.314
ヤ,31,松元　ユウイチ,.309,44,153,139,19,43,1,1,4,58,25,0,0,1,0,10,1,3,17,4,.417,.368
ヤ,60,三輪　正義,.333,75,56,45,10,15,0,0,0,15,5,6,0,5,0,6,0,0,6,0,.333,.412
ヤ,28,田中　雅彦,.244,23,48,41,6,10,1,0,0,11,0,0,0,2,0,5,0,0,14,0,.268,.326
ヤ,24,荒木　貴裕,.256,12,44,43,6,11,1,0,1,15,3,0,1,1,0,0,0,0,3,0,.349,.256
ヤ,41,雄平,.297,13,43,37,6,11,4,1,2,23,3,0,0,0,0,6,0,0,10,0,.622,.395
ヤ,57,松井　淳,.233,11,32,30,1,7,1,0,0,8,0,0,1,0,0,1,1,1,8,0,.267,.281
ヤ,46,谷内　亮太,.190,6,23,21,0,4,0,0,0,4,1,0,0,1,0,1,1,0,3,1,.190,.227
ヤ,32,新田　玄気,.353,14,18,17,4,6,0,0,1,9,7,0,0,0,0,1,0,0,5,0,.529,.389
ヤ,64,川崎　成晃,.250,11,15,12,1,3,1,0,0,4,1,0,0,0,0,2,0,1,3,0,.333,.400
ヤ,30,西田　明央,.125,5,8,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,.125,.125
ヤ,54,水田　圭介,.143,5,7,7,1,1,0,0,1,4,1,0,0,0,0,0,0,0,2,0,.571,.143
ヤ,10,藤本　敦士,.000,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,.000,.000
ヤ,37,星野　雄大,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ヤ,39,又野　知弥,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ヤ,36,川上　竜平,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ヤ,56,楠城　祐介,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ヤ,55,野口　祥順,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
