Team,背番号,選手名,防御率,試合,勝利,敗北,セーブ,ホールド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS
阪,43,西村　憲,27.00,3,0,1,0,0,.000,7,1.0,2,0,2,0,0,3,3,4.00,9.12
阪,40,高宮　和也,27.00,1,0,0,0,0,.000,6,1.0,3,2,0,0,1,3,3,3.00,27.12
阪,41,田面　巧二郎,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,17,伊藤　和雄,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,18,二神　一人,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
阪,48,金田　和之,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
中,22,大野　雄大,3.81,25,10,10,0,0,.500,624,146.1,151,12,43,5,117,65,62,1.33,3.55
中,70,カブレラ,3.09,20,6,5,0,0,.545,492,116.2,109,6,36,6,98,48,40,1.24,3.16
中,20,中田　賢一,3.40,40,4,6,0,15,.400,428,98.0,85,5,45,8,83,41,37,1.33,3.59
中,29,山井　大介,4.15,23,5,6,0,1,.455,434,97.2,105,11,44,4,63,48,45,1.53,4.65
中,21,岡田　俊哉,2.79,66,7,5,2,15,.583,362,87.0,67,6,37,2,67,27,27,1.20,3.82
中,34,山本昌,4.46,16,5,2,0,0,.714,314,70.2,80,6,28,1,39,37,35,1.53,4.27
中,25,武藤　祐太,3.73,58,2,2,0,10,.500,306,70.0,70,7,29,1,50,33,29,1.41,4.28
中,45,田島　慎二,4.76,50,5,10,0,12,.333,286,64.1,66,3,32,4,60,37,34,1.52,3.40
中,13,岩瀬　仁紀,1.86,55,2,3,36,8,.400,227,53.1,48,2,19,1,37,16,11,1.26,3.06
中,42,ブラッドリー,3.71,14,2,2,0,2,.500,233,53.1,61,4,16,2,22,24,22,1.44,4.17
中,26,山内　壮馬,5.54,9,2,4,0,0,.333,234,50.1,68,8,24,1,22,34,31,1.83,5.68
中,32,西川　健太郎,6.26,12,1,6,0,0,.143,207,46.0,50,8,19,0,27,35,32,1.50,5.45
中,65,マドリガル,3.23,31,2,0,0,13,1.000,168,39.0,34,6,18,1,28,16,14,1.33,5.07
中,19,吉見　一起,4.71,6,1,4,0,0,.200,157,36.1,40,5,10,0,29,19,19,1.38,3.89
中,41,浅尾　拓也,1.47,34,2,3,1,22,.400,131,30.2,26,2,14,1,19,6,5,1.30,4.10
中,11,川上　憲伸,3.21,5,1,1,0,0,.500,119,28.0,26,3,13,0,12,11,10,1.39,4.94
中,64,小熊　凌祐,2.30,28,1,0,0,3,1.000,103,27.1,21,2,2,2,19,7,7,0.84,3.12
中,67,高橋　聡文,3.51,29,2,2,0,5,.500,112,25.2,24,2,11,1,29,13,10,1.36,3.16
中,28,岩田　慎司,5.61,5,1,2,0,0,.333,113,25.2,33,2,3,2,14,17,16,1.40,3.63
中,39,三瀬　幸司,1.77,20,1,0,0,4,1.000,78,20.1,15,2,5,0,14,4,4,0.98,3.76
中,35,辻　孟彦,4.58,13,0,0,0,0,.000,83,19.2,20,1,8,0,15,10,10,1.42,3.48
中,23,鈴木　義広,3.45,15,0,1,0,2,.000,68,15.2,15,0,8,0,7,6,6,1.47,3.57
中,69,小林　正人,4.11,33,0,0,0,6,.000,67,15.1,18,0,3,1,7,7,7,1.37,2.99
中,17,雄太,2.57,3,1,0,0,0,1.000,55,14.0,9,1,4,0,5,4,4,0.93,4.19
中,49,井上　公志,4.50,11,1,1,0,0,.500,57,12.0,17,1,5,2,11,6,6,1.83,3.87
中,59,矢地　健人,3.86,9,0,0,0,1,.000,45,11.2,9,2,1,1,9,5,5,0.86,4.32
中,14,朝倉　健太,9.72,3,0,1,0,0,.000,44,8.1,15,1,5,0,6,10,9,2.40,5.04
中,24,福谷　浩司,7.36,9,0,1,0,3,.000,36,7.1,8,1,7,0,4,6,6,2.05,6.26
中,12,清水　昭信,10.80,4,0,0,0,0,.000,17,3.1,3,0,2,3,2,4,4,1.50,6.42
中,16,小川　龍也,6.00,1,0,0,0,0,.000,14,3.0,3,1,2,1,0,2,2,1.67,10.45
中,51,川崎　貴弘,9.00,1,0,0,0,0,.000,6,1.0,1,0,2,0,1,1,1,3.00,7.12
中,61,若松　駿太,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
中,18,伊藤　準規,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
中,62,関　啓扶,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
中,43,濱田　達郎,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,18,三浦　大輔,3.94,27,9,13,0,0,.409,731,175.2,181,26,33,1,109,88,77,1.22,4.38
横,17,三嶋　一輝,3.94,34,6,9,0,1,.400,642,146.1,138,20,79,0,145,67,64,1.48,4.53
横,00,藤井　秀悟,3.54,21,6,5,0,0,.545,510,117.0,114,14,58,4,61,51,46,1.47,5.17
横,15,井納　翔一,5.34,18,5,7,0,2,.417,401,89.1,101,7,35,2,66,56,53,1.52,3.90
横,22,高崎　健太郎,5.83,20,2,5,0,4,.286,298,66.1,76,10,31,0,54,44,43,1.61,4.85
横,20,須田　幸太,4.83,14,6,3,0,0,.667,285,63.1,64,6,36,3,35,34,34,1.58,5.09
横,53,ソーサ,1.79,55,3,4,19,11,.429,249,60.1,51,2,21,0,54,20,12,1.19,2.81
横,12,小林　寛,2.76,24,2,1,0,0,.667,256,58.2,60,1,29,3,38,19,18,1.52,3.68
横,41,大原　慎司,3.00,58,2,0,2,17,1.000,188,48.0,32,6,17,1,38,18,16,1.02,4.22
横,11,山口　俊,5.40,44,5,2,7,6,.714,202,46.2,46,6,16,2,48,28,28,1.33,3.83
横,58,大田　阿斗里,3.72,38,2,4,0,5,.333,169,38.2,33,3,15,4,32,19,16,1.24,3.87
横,16,加賀　繁,3.97,48,1,4,0,9,.200,153,34.0,40,4,10,4,33,16,15,1.47,3.50
横,56,コーコラン,5.61,7,1,3,0,0,.250,155,33.2,43,7,18,3,14,22,21,1.81,6.86
横,21,加賀美　希昇,6.03,8,1,4,0,0,.200,146,31.1,35,3,20,0,23,22,21,1.76,4.81
横,61,ソト,9.68,8,1,3,0,1,.250,161,30.2,52,3,22,3,22,34,33,2.41,5.30
横,19,藤江　均,1.27,25,3,1,0,7,.750,109,28.1,20,0,5,1,21,5,4,0.88,2.27
横,54,小杉　陽太,4.76,6,1,2,0,0,.333,126,28.1,30,3,17,1,20,15,15,1.66,4.99
横,13,吉川　輝昭,7.43,21,2,2,0,2,.500,132,26.2,39,7,15,0,13,23,22,2.03,7.13
横,64,長田　秀一郎,3.86,24,2,0,0,5,1.000,106,25.2,19,5,11,0,23,11,11,1.17,5.15
横,62,鄭　凱文,7.29,6,0,2,0,0,.000,98,21.0,27,4,11,1,11,17,17,1.81,6.26
横,30,菊地　和正,4.95,24,0,1,0,4,.000,95,20.0,28,2,7,2,12,13,11,1.75,4.57
横,65,国吉　佑樹,7.45,3,2,1,0,0,.667,93,19.1,27,2,6,5,10,16,16,1.71,5.14
横,14,小林　太志,8.78,11,0,1,0,0,.000,67,13.1,18,2,9,1,9,13,13,2.03,5.97
横,46,田中　健二朗,4.85,9,0,0,0,0,.000,59,13.0,16,4,6,0,11,7,7,1.69,6.81
横,24,林　昌範,3.00,14,0,0,0,2,.000,48,12.0,9,1,4,2,8,4,4,1.08,4.12
横,38,神内　靖,8.10,5,0,1,0,1,.000,49,10.0,10,2,9,1,8,9,9,1.90,7.12
横,45,土屋　健二,6.52,7,2,1,0,0,.667,47,9.2,15,3,3,1,7,8,7,1.86,6.95
横,60,佐藤　祥万,1.23,8,0,0,0,0,.000,32,7.1,8,0,5,0,3,1,1,1.77,4.35
横,49,福田　岳洋,9.00,2,0,0,0,0,.000,15,3.0,6,0,0,0,3,3,3,2.00,1.12
横,43,安部　建輝,9.00,1,0,0,0,0,.000,6,1.0,1,0,2,0,0,1,1,3.00,9.12
横,34,篠原　貴行,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,67,伊藤　拓郎,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,28,北方　悠誠,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,35,牛田　成樹,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,48,安斉　雄虎,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,47,眞下　貴之,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
横,66,王　溢正,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ヤ,29,小川　泰弘,2.93,26,16,4,0,0,.800,722,178.0,155,9,45,2,135,63,58,1.12,3.04
ヤ,70,八木　亮祐,4.44,26,5,13,0,0,.278,667,152.0,169,18,59,2,122,77,75,1.50,4.22
ヤ,19,石川　雅規,3.52,24,6,9,0,0,.400,623,148.1,149,15,33,6,85,73,58,1.23,4.06
ヤ,15,村中　恭兵,5.00,25,5,9,0,0,.357,520,111.2,139,12,55,8,65,65,62,1.74,5.02
ヤ,16,木谷　良平,4.00,28,3,3,0,2,.500,333,78.2,77,5,24,3,55,36,35,1.28,3.54
ヤ,21,松岡　健一,5.73,34,3,3,0,0,.500,299,66.0,73,12,26,3,64,48,42,1.50,4.86
ヤ,53,ロマン,4.24,30,3,6,1,4,.333,290,63.2,68,4,27,7,44,35,30,1.49,4.06
ヤ,20,山本　哲哉,2.87,64,1,3,11,25,.250,250,59.2,57,8,17,2,38,24,19,1.24,4.49
ヤ,12,石山　泰稚,2.78,60,3,3,10,21,.500,263,58.1,58,6,30,1,59,21,18,1.51,3.87
ヤ,34,バーネット,6.02,47,1,8,7,14,.111,176,40.1,36,4,19,2,62,29,27,1.36,2.75
ヤ,47,赤川　克紀,6.98,9,0,5,0,0,.000,186,40.0,44,5,23,3,26,33,31,1.68,5.40
ヤ,42,七條　祐樹,4.04,30,0,1,1,2,.000,149,35.2,34,6,10,1,30,16,16,1.23,4.55
ヤ,65,押本　健彦,4.94,26,2,4,0,1,.333,140,31.0,36,1,13,1,19,19,17,1.58,3.67
ヤ,40,古野　正人,4.65,10,1,2,0,1,.333,135,31.0,31,5,18,1,15,17,16,1.58,5.99
ヤ,26,久古　健太郎,2.76,38,2,1,0,9,.667,120,29.1,28,6,3,2,33,10,9,1.06,4.04
ヤ,43,江村　将也,5.40,31,3,0,0,4,1.000,122,26.2,33,5,11,2,24,18,16,1.65,5.22
ヤ,17,ラルー,9.00,5,0,2,0,0,.000,115,22.0,37,1,11,1,14,26,22,2.18,4.07
ヤ,58,阿部　健太,4.50,18,1,0,0,3,1.000,83,20.0,19,3,5,0,18,10,10,1.20,4.02
ヤ,51,藤田　太陽,1.93,20,0,0,1,1,.000,78,18.2,13,3,6,3,6,5,4,1.02,6.01
ヤ,61,正田　樹,2.87,15,1,1,0,1,.500,63,15.2,16,2,1,2,10,6,5,1.09,4.08
ヤ,14,中澤　雅人,7.94,3,0,2,0,0,.000,63,11.1,19,4,11,0,8,13,10,2.65,9.21
ヤ,25,館山　昌平,3.24,2,0,0,0,0,.000,37,8.1,9,0,3,1,6,4,3,1.44,3.12
ヤ,67,平井　諒,1.42,7,1,1,0,0,.500,29,6.1,7,0,2,0,8,1,1,1.42,1.54
ヤ,49,大場　達也,2.84,5,0,0,0,1,.000,33,6.1,3,0,10,0,6,5,2,2.05,5.96
ヤ,22,増渕　竜義,6.75,5,0,0,0,0,.000,29,5.1,8,0,3,0,3,5,4,2.06,3.68
ヤ,45,日高　亮,16.20,2,0,1,0,0,.000,10,1.2,3,0,2,0,1,3,3,3.00,5.52
ヤ,44,松井　光介,72.00,2,0,0,0,0,.000,11,1.0,7,1,1,0,1,8,8,8.00,17.12
ヤ,91,金伏　ウーゴ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ヤ,38,中根　佑二,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ヤ,63,山本　斉,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ヤ,13,太田　裕哉,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ヤ,35,田川　賢吾,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ヤ,66,フェルナンデス,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ヤ,11,由規,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ソ,50,攝津　正,3.05,25,15,8,0,0,.652,662,162.1,138,11,42,8,146,68,55,1.11,3.13
ソ,47,帆足　和幸,4.58,19,8,7,0,0,.533,413,98.1,98,5,40,6,46,50,50,1.40,4.25
ソ,30,武田　翔太,3.48,17,4,4,0,0,.500,415,93.0,79,3,68,6,56,38,36,1.58,4.72
ソ,11,寺原　隼人,4.65,16,4,7,0,0,.364,398,93.0,97,9,30,1,56,51,48,1.37,4.17
ソ,21,岩嵜　翔,4.33,47,1,4,2,14,.200,297,68.2,79,9,14,3,54,39,33,1.35,3.99
ソ,42,パディーヤ,3.84,16,3,6,0,3,.333,245,58.2,50,3,17,7,40,29,25,1.14,3.65
ソ,41,千賀　滉大,2.40,51,1,4,1,17,.200,232,56.1,32,1,26,1,85,16,15,1.03,1.77
ソ,57,嘉弥真　新也,2.32,40,3,1,0,4,.750,215,54.1,38,0,16,2,50,17,14,0.99,2.27
ソ,53,五十嵐　亮太,2.53,51,3,3,12,11,.500,214,53.1,38,1,18,1,58,17,15,1.05,2.26
ソ,19,森福　允彦,2.58,57,3,2,0,15,.600,207,52.1,37,3,10,4,51,15,15,0.90,2.72
ソ,17,大場　翔太,5.26,11,2,4,0,0,.333,224,51.1,45,2,24,4,29,33,30,1.34,4.13
ソ,28,大隣　憲司,3.38,7,3,3,0,0,.500,179,42.2,42,3,10,1,29,19,16,1.22,3.45
ソ,54,柳瀬　明宏,1.52,44,4,0,1,11,1.000,163,41.1,31,1,11,1,36,7,7,1.02,2.56
ソ,25,ファルケンボーグ,2.04,41,0,4,10,9,.000,153,39.2,17,4,16,3,49,10,9,0.83,3.40
ソ,14,オセゲラ,2.00,6,3,1,0,0,.750,149,36.0,29,1,15,1,23,8,8,1.22,3.54
ソ,34,山田　大樹,4.58,9,3,3,0,0,.500,164,35.1,42,2,20,1,17,19,18,1.75,4.68
ソ,61,金　無英,3.48,23,0,1,0,0,.000,130,31.0,28,2,16,0,27,12,12,1.42,3.77
ソ,39,山中　浩史,5.52,17,0,2,0,1,.000,136,29.1,43,1,12,0,11,19,18,1.88,4.04
ソ,40,藤岡　好明,2.51,32,4,0,0,6,1.000,121,28.2,29,0,12,1,15,9,8,1.43,3.43
